Aaron Hunt,DUMMY TEAM,854
Luiz Gustavo,DUMMY TEAM,493
Lukas Froede,DUMMY TEAM,352
Lukas Hinterseer,DUMMY TEAM,879
Lukas Kruse,DUMMY TEAM,634
Lukas Raeder,DUMMY TEAM,514
Lukas Rupp,DUMMY TEAM,990
Lukasz Piszczek,DUMMY TEAM,978
Lukasz Zaluska,DUMMY TEAM,200
Mahir Saglik,DUMMY TEAM,475
Mahmoud Dahoud,DUMMY TEAM,909
Makoto Hasebe,DUMMY TEAM,519
Mame Biram Diouf,DUMMY TEAM,1012
Manuel Friedrich,DUMMY TEAM,219
Manuel Neuer,DUMMY TEAM,1070
Manuel Schmiedebach,DUMMY TEAM,902
Marc Pfitzner,DUMMY TEAM,268
Marc Stendera,DUMMY TEAM,1632
Marc Torrejon Moya,DUMMY TEAM,1086
Marc Vucinovic,DUMMY TEAM,559
Marc-Andre ter Stegen,DUMMY TEAM,818
Marc-Oliver Kempf,DUMMY TEAM,802
Marcel Correia,DUMMY TEAM,850
Marcel De Jong,DUMMY TEAM,954
Marcel Heller,DUMMY TEAM,1187
Marcel Ndjeng,DUMMY TEAM,544
Marcel Risse,DUMMY TEAM,1337
Marcel Schaefer,DUMMY TEAM,450
Marcel Schmelzer,DUMMY TEAM,1012
Marcell Jansen,DUMMY TEAM,613
Marcelo,DUMMY TEAM,808
Marcelo Diaz,DUMMY TEAM,1371
Marco Fabian,DUMMY TEAM,1441
Marco Hoeger,DUMMY TEAM,1148
Marco Reus,DUMMY TEAM,1802
Marco Russ,DUMMY TEAM,575
Marco Sailer,DUMMY TEAM,585
Mario Goetze,DUMMY TEAM,1363
Mario Mandzukic,DUMMY TEAM,1400
Mario Vrancic,DUMMY TEAM,1042
Marius Stankevicius,DUMMY TEAM,502
Marius Wolf,DUMMY TEAM,680
Marjan Petkovic,DUMMY TEAM,131
Mark Uth,DUMMY TEAM,980
Markus Feulner,DUMMY TEAM,960
Markus Suttner,DUMMY TEAM,483
Marlon Frey,DUMMY TEAM,419
Marnon-Thomas Busch,DUMMY TEAM,860
Martin Angha,DUMMY TEAM,575
Martin Harnik,DUMMY TEAM,913
Martin Hinteregger,DUMMY TEAM,860
Martin Lanig,DUMMY TEAM,288
Martin Stranzl,DUMMY TEAM,715
Marvin Bakalorz,DUMMY TEAM,749
Marvin Ducksch,DUMMY TEAM,588
Marvin Friedrich,DUMMY TEAM,489
Marvin Matip,DUMMY TEAM,1061
Marvin Plattenhardt,DUMMY TEAM,1551
Marvin Schulz,DUMMY TEAM,243
Marwin Hitz,DUMMY TEAM,740
Matija Nastasic,DUMMY TEAM,846
Mats Hummels,DUMMY TEAM,1115
Mats Moeller Daehli,DUMMY TEAM,1100
Matthew Leckie,DUMMY TEAM,1132
Matthias Ginter,DUMMY TEAM,1445
Matthias Henn,DUMMY TEAM,129
Matthias Lehmann,DUMMY TEAM,884
Matthias Ostrzolek,DUMMY TEAM,364
Matthias Zimmermann,DUMMY TEAM,406
Mattia Maggio,DUMMY TEAM,60
Maurice Hirsch,DUMMY TEAM,490
Max Christiansen,DUMMY TEAM,647
Max Gruen,DUMMY TEAM,207
Max Kruse,DUMMY TEAM,1115
Max Meyer,DUMMY TEAM,1882
Maximilian Arnold,DUMMY TEAM,1435
Maximilian Eggestein,DUMMY TEAM,466
Maximilian Mittelstaedt,DUMMY TEAM,292
Maximilian Philipp,DUMMY TEAM,993
Mehdi Benatia,DUMMY TEAM,1432
Melvyn Lorenzen,DUMMY TEAM,670
Mensur Mujdza,DUMMY TEAM,931
Mergim Mavraj,DUMMY TEAM,357
Mevlut Erdinc,DUMMY TEAM,760
Michael Gregoritsch,DUMMY TEAM,969
Michael Heinloth,DUMMY TEAM,838
Michael Mancienne,DUMMY TEAM,639
Miiko Albornoz,DUMMY TEAM,1107
Mijat Gacinovic,DUMMY TEAM,132
Mike Frantz,DUMMY TEAM,1428
Milan Badelj,DUMMY TEAM,999
Milos Jojic,DUMMY TEAM,1336
Milos Veljkovic,DUMMY TEAM,1039
Mirko Boland,DUMMY TEAM,840
Miso Brecko,DUMMY TEAM,907
Mitchell Langerak,DUMMY TEAM,940
Mitchell Weiser,DUMMY TEAM,1770
Mohamed Gouaida,DUMMY TEAM,685
Mohammed Abdellaoue,DUMMY TEAM,824
Moritz Hartmann,DUMMY TEAM,1009
Moritz Leitner,DUMMY TEAM,735
Moritz Stoppelkamp,DUMMY TEAM,636
Nabil Bahoui,DUMMY TEAM,1698
Nadiem Amiri,DUMMY TEAM,1043
Naldo,DUMMY TEAM,1143
Nelson Haedo Valdez,DUMMY TEAM,600
Neven Subotic,DUMMY TEAM,1049
Nicklas Bendtner,DUMMY TEAM,673
Nico Elvedi,DUMMY TEAM,1019
Nico Schulz,DUMMY TEAM,569
Nicolai Mueller,DUMMY TEAM,910
Nicolas Hoefler,DUMMY TEAM,1021
Niki Zimling,DUMMY TEAM,1090
Niklas Stark,DUMMY TEAM,908
Niklas Suele,DUMMY TEAM,1014
Niko Bungert,DUMMY TEAM,1193
Nikola Djurdjic,DUMMY TEAM,1005
Nikolce Noveski,DUMMY TEAM,824
Nils Petersen,DUMMY TEAM,1419
Noah-Joel Sarenren-Bazee,DUMMY TEAM,178
Norman Theuerkauf,DUMMY TEAM,686
Nuri Sahin,DUMMY TEAM,892
Odisseas Vlachodimos,DUMMY TEAM,381
Oerjan Haaskjold Nyland,DUMMY TEAM,1077
Oezkan Yildirim,DUMMY TEAM,868
Ola John,DUMMY TEAM,1566
Oliver Baumann,DUMMY TEAM,468
Oliver Kirch,DUMMY TEAM,1130
Oliver Sorg,DUMMY TEAM,1369
Omar Elabdellaoui,DUMMY TEAM,832
Omer Toprak,DUMMY TEAM,399
Ondrej Petrak,DUMMY TEAM,542
Orhan Ademi,DUMMY TEAM,666
Oriol Romeu,DUMMY TEAM,794
Oscar Wendt,DUMMY TEAM,606
Ouasim Bouy,DUMMY TEAM,962
Pablo De Blasis,DUMMY TEAM,1110
Papy Djilobodji,DUMMY TEAM,1009
Pascal Gross,DUMMY TEAM,1225
Patrick Herrmann,DUMMY TEAM,930
Patrick Ochs,DUMMY TEAM,299
Patrick Rakovsky,DUMMY TEAM,600
Patrick Ziegler,DUMMY TEAM,668
Paul Seguin,DUMMY TEAM,417
Paul Verhaegh,DUMMY TEAM,677
Pavel Kaderabek,DUMMY TEAM,640
Pavel Krmas,DUMMY TEAM,548
Pawel Olkowski,DUMMY TEAM,1369
Pepe Reina,DUMMY TEAM,1135
Per Ciljan Skjelbred,DUMMY TEAM,1424
Per Nilsson,DUMMY TEAM,793
Peter Niemeyer,DUMMY TEAM,778
Peter Pekarik,DUMMY TEAM,748
Petr Jiracek,DUMMY TEAM,509
Philip Heise,DUMMY TEAM,457
Philipp Bargfrede,DUMMY TEAM,1317
Philipp Hosiner,DUMMY TEAM,728
Philipp Lahm,DUMMY TEAM,1305
Philipp Max,DUMMY TEAM,754
Philipp Ochs,DUMMY TEAM,367
Philipp Wollscheid,DUMMY TEAM,686
Philipp Zulechner,DUMMY TEAM,924
Pierre Bengtsson,DUMMY TEAM,1002
Pierre-Emerick Aubameyang,DUMMY TEAM,1937
Pierre-Emil Hoejbjerg,DUMMY TEAM,1456
Pierre-Michel Lasogga,DUMMY TEAM,1230
Piotr Trochowski,DUMMY TEAM,525
Pirmin Schwegler,DUMMY TEAM,462
Przemyslaw Tyton,DUMMY TEAM,904
Rafa Lopez,DUMMY TEAM,498
Rafael van der Vaart,DUMMY TEAM,1427
Raffael,DUMMY TEAM,1038
Rafinha,DUMMY TEAM,850
Ragnar Klavan,DUMMY TEAM,592
Ralf Faehrmann,DUMMY TEAM,1727
Ramazan Oezcan,DUMMY TEAM,851
Rani Khedira,DUMMY TEAM,1173
Raphael Holzhauser,DUMMY TEAM,686
Raphael Schaefer,DUMMY TEAM,1306
Raphael Wolf,DUMMY TEAM,1267
Raul Marcelo Bobadilla,DUMMY TEAM,1207
Rene Adler,DUMMY TEAM,968
Ricardo Rodriguez,DUMMY TEAM,1280
Richard Strebinger,DUMMY TEAM,510
Rico Strieder,DUMMY TEAM,383
Robbie Kruse,DUMMY TEAM,661
Robert Bauer,DUMMY TEAM,925
Robert Lewandowski,DUMMY TEAM,1473
Robert Mak,DUMMY TEAM,428
Robert Tesche,DUMMY TEAM,980
Roberto Firmino,DUMMY TEAM,1619
Roberto Hilbert,DUMMY TEAM,667
Robin Knoche,DUMMY TEAM,679
Roel Brouwers,DUMMY TEAM,666
Roger,DUMMY TEAM,909
Romain Bregerie,DUMMY TEAM,893
Roman Buerki,DUMMY TEAM,1006
Roman Neustaedter,DUMMY TEAM,1652
Roman Weidenfeller,DUMMY TEAM,814
Ron-Robert Zieler,DUMMY TEAM,790
Ronny,DUMMY TEAM,590
Ronny Marcos,DUMMY TEAM,674
Ronny Philp,DUMMY TEAM,540
Roy Beerens,DUMMY TEAM,661
Rune Almenning Jarstein,DUMMY TEAM,1222
Salif Sane,DUMMY TEAM,893
Salomon Kalou,DUMMY TEAM,1324
Sambou Yatabare,DUMMY TEAM,894
Sami Allagui,DUMMY TEAM,861
Sandro Sirigu,DUMMY TEAM,512
Sandro Wagner,DUMMY TEAM,1058
Santiago Garcia,DUMMY TEAM,2072
Sascha Burchert,DUMMY TEAM,522
Sascha Moelders,DUMMY TEAM,643
Sascha Riether,DUMMY TEAM,736
Sead Kolasinac,DUMMY TEAM,1016
Sebastian Boenisch,DUMMY TEAM,573
Sebastian Freis,DUMMY TEAM,871
Sebastian Jung,DUMMY TEAM,915
Sebastian Kehl,DUMMY TEAM,468
Sebastian Kerk,DUMMY TEAM,1522
Sebastian Langkamp,DUMMY TEAM,1133
Sebastian Proedl,DUMMY TEAM,1048
Sebastian Rode,DUMMY TEAM,546
Sebastian Rudy,DUMMY TEAM,911
Sebastien Pocognoli,DUMMY TEAM,363
Sejad Salihovic,DUMMY TEAM,537
Sercan Sararer,DUMMY TEAM,1044
Serdar Tasci,DUMMY TEAM,391
Serey Die,DUMMY TEAM,1583
Shawn Parker,DUMMY TEAM,554
Shinji Kagawa,DUMMY TEAM,1565
Shinji Okazaki,DUMMY TEAM,1761
Sidney Sam,DUMMY TEAM,1492
Simon Rolfes,DUMMY TEAM,626
Simon Zoller,DUMMY TEAM,1338
Slawomir Peszko,DUMMY TEAM,773
Slobodan Medojevic,DUMMY TEAM,435
Slobodan Rajkovic,DUMMY TEAM,657
Sokratis Papastathopoulos,DUMMY TEAM,1234
Sonny Kittel,DUMMY TEAM,614
Srdjan Lakic,DUMMY TEAM,650
Stefan Aigner,DUMMY TEAM,458
Stefan Bell,DUMMY TEAM,1219
Stefan Kiessling,DUMMY TEAM,720
Stefan Kutschke,DUMMY TEAM,323
Stefan Lex,DUMMY TEAM,1147
Stefan Mitrovic,DUMMY TEAM,1222
Stefan Reinartz,DUMMY TEAM,934
Stefan Thesker,DUMMY TEAM,603
Stefanos Kapinos,DUMMY TEAM,360
Stephan Schrock,DUMMY TEAM,562
Steven Zuber,DUMMY TEAM,361
Suat Serdar,DUMMY TEAM,475
Suleyman Koc,DUMMY TEAM,963
Sven Bender,DUMMY TEAM,965
Sven Schipplock,DUMMY TEAM,722
Sven Ulreich,DUMMY TEAM,856
Szabolcs Huszti,DUMMY TEAM,292
Takashi Inui,DUMMY TEAM,738
Tarik Elyounoussi,DUMMY TEAM,885
Theodor Gebre Selassie,DUMMY TEAM,1398
Thiago Alcantara,DUMMY TEAM,1377
Thomas Kessler,DUMMY TEAM,414
Thomas Kraft,DUMMY TEAM,682
Thomas Mueller,DUMMY TEAM,1199
Thorgan Hazard,DUMMY TEAM,1459
Thorsten Kirschbaum,DUMMY TEAM,940
Tim Hoogland,DUMMY TEAM,910
Tim Matavz,DUMMY TEAM,720
Timm Klose,DUMMY TEAM,832
Timo Baumgartl,DUMMY TEAM,743
Timo Gebhart,DUMMY TEAM,1007
Timo Hildebrand,DUMMY TEAM,221
Timo Horn,DUMMY TEAM,1080
Timo Perthel,DUMMY TEAM,822
Timo Werner,DUMMY TEAM,1212
Timon Wellenreuther,DUMMY TEAM,618
Timothy Chandler,DUMMY TEAM,436
Tin Jedvaj,DUMMY TEAM,1057
Tobias Kempe,DUMMY TEAM,1005
Tobias Levels,DUMMY TEAM,751
Tobias Pachonik,DUMMY TEAM,365
Tobias Sippel,DUMMY TEAM,577
Tobias Strobl,DUMMY TEAM,990
Tobias Weis,DUMMY TEAM,782
Tobias Werner,DUMMY TEAM,586
Tolga Cigerci,DUMMY TEAM,1098
Tolgay Arslan,DUMMY TEAM,1332
Tom Mickel,DUMMY TEAM,387
Tom Starke,DUMMY TEAM,530
Tomas Pekhart,DUMMY TEAM,701
Tomas Rincon,DUMMY TEAM,1028
Toni Kroos,DUMMY TEAM,941
Toni Sunjic,DUMMY TEAM,442
Tony Jantschke,DUMMY TEAM,919
Torsten Oehrl,DUMMY TEAM,339
Tranquillo Barnetta,DUMMY TEAM,1144
Uffe Bech,DUMMY TEAM,542
Ulisses Garcia,DUMMY TEAM,618
Uwe Huenemeier,DUMMY TEAM,552
Vaclav Kadlec,DUMMY TEAM,572
Vaclav Pilar,DUMMY TEAM,516
Valentin Stocker,DUMMY TEAM,1860
Valmir Sulejmani,DUMMY TEAM,538
Valon Behrami,DUMMY TEAM,702
Vedad Ibisevic,DUMMY TEAM,1694
Vieirinha,DUMMY TEAM,1100
Vladimir Darida,DUMMY TEAM,2202
Vladlen Yurchenko,DUMMY TEAM,436
Waldemar Anton,DUMMY TEAM,290
Wendell,DUMMY TEAM,1123
Xabi Alonso,DUMMY TEAM,1265
Xherdan Shaqiri,DUMMY TEAM,800
Yann Sommer,DUMMY TEAM,1425
Yanni Regaesel,DUMMY TEAM,475
Yannick Gerhardt,DUMMY TEAM,1271
Ylli Sallahi,DUMMY TEAM,706
Yoshinori Muto,DUMMY TEAM,582
Younes Belhanda,DUMMY TEAM,468
Yunus Malli,DUMMY TEAM,2259
Yuya Osako,DUMMY TEAM,933
Zdenek Pospech,DUMMY TEAM,524
Zhi-Gin Lam,DUMMY TEAM,533
Zlatko Junuzovic,DUMMY TEAM,2154
Zoltan Stieber,DUMMY TEAM,860
